AGIL02089;97450;06/02/2006;15555.12;15555.12;18652.83;;01272/0001;033;97450;;163;2698.88;398.83;
AGIL02089;98653;06/03/2006;15175.32;15175.32;17683.11;;01272/0001;034;98653;;135;2180.69;327.10;
AGIL02089;99861;06/04/2006;15544.99;15544.99;17523.98;;01272/0001;035;99861;;104;1720.86;258.13;
AGIL02089;101067;06/05/2006;13929.42;13929.42;15191.20;;01272/0001;036;101067;;74;1097.20;164.58;
AGIL02089;102279;06/06/2006;13951.75;13951.75;14686.13;;01272/0001;037;102279;;43;638.59;95.79;
AGIL02089;103484;06/07/2006;15094.41;15094.41;15334.17;;01272/0001;038;103484;;13;208.87;30.89;
AGIL02089;73395;06/05/2004;12439.22;12439.22;24155.06;;01272/0002;013;73395;;804;10312.28;1403.56;
AGIL02089;74475;06/06/2004;12583.85;12583.85;23972.77;;01272/0002;014;74475;;773;10029.94;1358.98;
AGIL02089;75563;06/07/2004;12440.89;12440.89;23257.10;;01272/0002;015;75563;;743;9531.16;1285.05;
AGIL02089;76667;06/08/2004;12461.10;12461.10;22841.86;;01272/0002;016;76667;;712;9148.33;1232.43;
AGIL02089;77790;06/09/2004;12393.15;12393.15;22270.05;;01272/0002;017;77790;;681;8702.30;1174.60;
AGIL02089;78905;06/10/2004;10620.51;10620.51;18721.25;;01272/0002;018;78905;;651;7129.05;971.69;
AGIL02089;80004;06/11/2004;11957.10;11957.10;20651.47;;01272/0002;019;80004;;620;7644.04;1050.33;
AGIL02089;81099;06/12/2004;11833.85;11833.85;20031.70;;01272/0002;020;81099;;590;7199.19;998.66;
AGIL02089;82215;06/01/2005;11959.93;11959.93;19816.16;;01272/0002;021;82215;;559;6893.60;962.63;
AGIL02089;83350;06/02/2005;12067.81;12067.81;19550.58;;01272/0002;022;83350;;528;6570.04;912.73;
AGIL02089;84493;06/03/2005;11770.85;11770.85;18680.75;;01272/0002;023;84493;;500;6068.53;841.37;
AGIL02089;85644;06/04/2005;11907.06;11907.06;18469.33;;01272/0002;024;85644;;469;5758.15;804.12;
AGIL02089;86795;06/05/2005;11865.56;11865.56;17987.83;;01272/0002;025;86795;;439;5371.04;751.23;
AGIL02089;87967;06/06/2005;11934.09;11934.09;17655.52;;01272/0002;026;87967;;408;5020.59;700.84;
AGIL02089;89134;06/07/2005;11868.30;11868.30;17130.69;;01272/0002;027;89134;;378;4625.79;636.60;
AGIL02089;90314;06/08/2005;11857.02;11857.02;16684.13;;01272/0002;028;90314;;347;4242.39;584.72;
AGIL02089;91497;06/09/2005;11844.35;11844.35;16234.56;;01272/0002;029;91497;;316;3859.26;530.95;
AGIL02089;92681;06/10/2005;10571.77;10571.77;14118.93;;01272/0002;030;92681;;286;3117.59;429.57;
AGIL02089;93876;06/11/2005;10587.82;10587.82;13756.14;;01272/0002;031;93876;;255;2783.89;384.43;
AGIL02089;95065;06/12/2005;10515.96;10515.96;13297.67;;01272/0002;032;95065;;225;2439.70;342.01;
AGIL02089;96249;06/01/2006;10524.77;10524.77;12930.77;;01272/0002;033;96249;;194;2105.33;300.67;
AGIL02089;97451;06/02/2006;10505.41;10505.41;12531.86;;01272/0002;034;97451;;163;1765.66;260.79;
AGIL02089;98654;06/03/2006;10446.32;10446.32;12118.57;;01272/0002;035;98654;;135;1454.13;218.12;
AGIL02089;99862;06/04/2006;10466.30;10466.30;11757.01;;01272/0002;036;99862;;104;1122.36;168.35;
AGIL02103;103480;06/07/2006;3826.81;726.50;735.74;;01256/0001;035;103480;14/07/2006;13;8.05;1.19;
AGIL02103;102784;20/06/2006;2292.60;379.56;391.69;;01256/0002;024;102784;14/07/2006;29;10.59;1.54;
AGIL02109;103487;06/07/2006;23557.52;23557.52;23938.37;;01280/0002;022;103487;;13;331.77;49.08;
AGIL02111;102787;20/06/2006;8791.62;240.64;248.88;;01259/0002;027;102787;26/06/2006;29;7.19;1.05;
AGIL02112;100369;20/04/2006;4437.73;4111.65;4528.57;;01265/0001;036;100369;17/07/2006;90;362.54;54.38;
AGIL02114;103482;06/07/2006;31637.11;31637.11;32187.99;;01268/0002;020;103482;;13;479.83;71.05;
AGIL02116;100375;20/04/2006;9016.15;552.18;625.21;;01288/0001;035;100375;31/05/2006;90;63.50;9.53;
